Time,CPU_Usage,Memory_Usage,Network_Usage,Temperature
2024-07-09 00:00:00,25.0,5.0,62.5,33.52395525944313
2024-07-09 00:01:00,25.623926645264273,5.138739279732031,66.15357376842809,34.201395340430814
2024-07-09 00:02:00,26.247681926955636,5.277392196461252,69.80289245560155,35.004666004406324
2024-07-09 00:03:00,26.87109453334437,5.415872446207689,73.44370616069077,34.68373675384404
2024-07-09 00:04:00,27.49399325637126,5.554093842996587,77.07177533740467,36.08061094511862
2024-07-09 00:05:00,28.116207043443477,5.691970377759931,80.68287595548908,36.86546446014078
2024-07-09 00:06:00,28.737565049183008,5.829416277116728,84.27280464332117,37.58005001008901
2024-07-09 00:07:00,29.357896687112056,5.966346061991775,87.83738380533512,37.36437247061602
2024-07-09 00:08:00,29.977031681259607,6.102674606032748,91.3724667080437,38.68840980385859
2024-07-09 00:09:00,30.59480011767342,6.2383171937855515,94.8739425284598,38.15318411678199
2024-07-09 00:10:00,31.21103249582181,6.373189578588108,98.33774135876698,37.96380219906112
2024-07-09 00:11:00,31.825559779869593,6.50720804014286,101.7598391611416,38.98128376758723
2024-07-09 00:12:00,32.43821344981246,6.640289441728578,105.1362626666904,39.31864011983557
2024-07-09 00:13:00,33.048825552454346,6.772351287012233,108.4630942125344,40.086505923536976
2024-07-09 00:14:00,33.65722875221222,6.9033117764220115,111.73647651114621,40.365014713190604
2024-07-09 00:15:00,34.26325638173281,7.033089863042861,114.95261734613035,40.724533565349375
2024-07-09 00:16:00,34.86674249230585,7.161605307996217,118.10779418872518,41.497069278605366
2024-07-09 00:17:00,35.467521904058565,7.288778735266014,121.19835872940216,41.18048680102631
2024-07-09 00:18:00,36.06543025591599,7.41453168593336,124.22074131904151,42.03943258628261
2024-07-09 00:19:00,36.660304055312075,7.5387866717827325,127.17145531427349,42.27748786373897
2024-07-09 00:20:00,37.25198072763627,7.661467228242974,130.04710132169112,42.55302765307969
2024-07-09 00:21:00,37.840298665400645,7.782497966626761,132.8443713357634,42.813864390626385
2024-07-09 00:22:00,38.42509727711255,7.901804625632801,135.56005276540813,42.55305519490322
2024-07-09 00:23:00,39.006217035837906,8.019314122075427,138.191032344318,43.39470003242348
2024-07-09 00:24:00,39.58349952744041,8.134954600806832,140.73429992027644,43.75037847233616
2024-07-09 00:25:00,40.15678749848185,8.248655483797753,143.18695211884648,43.797877165134516
2024-07-09 00:26:00,40.72592490376908,8.36034751834294,145.5461958769687,43.78430432416133
2024-07-09 00:27:00,41.29075695353306,8.469962824358394,147.80935184216366,44.478744808056746
2024-07-09 00:28:00,41.851130160225715,8.577434940737962,149.9738576331972,44.80352960355773
2024-07-09 00:29:00,42.40689238492023,8.682698870737509,152.0372709582362,44.64253008692894
2024-07-09 00:30:00,42.95789288330077,8.785691126355584,153.99727258669577,44.90340656737311
2024-07-09 00:31:00,83.50398235122758,8.886349771680148,155.8516691711573,48.77822929311802
2024-07-09 00:32:00,80.23850969130191,8.984614465171688,157.59839591591916,49.82968859332957
2024-07-09 00:33:00,77.33006857346783,9.080426500853687,159.23551908892932,50.053619818868064
2024-07-09 00:34:00,74.74404290527679,9.173728848382293,160.76123837403912,49.4759521357608
2024-07-09 00:35:00,85.63629675608223,9.264466191967678,162.17388906071272,50.50530787911306
2024-07-09 00:36:00,82.34914177040099,9.35258496812044,163.471944068524,49.82236264862642
